Label,X,Y
P219,3.432316608114354,2.318710084093963
P233,6.189505194337169,4.327912641032196
P1,1.4482416760572931,6.8191930841821655
P139,7.219755333176793,7.6505839343221735
P98,4.497773564979314,4.442857787983473
P64,4.953600775928752,5.19553245969683
P148,4.002276682730202,3.0841110534094973
P184,2.808126020031966,2.599606410256785
P249,7.967573413194172,8.242161964085923
P59,4.477097003879005,4.187852147459347
P6,6.601821792535302,7.836663037682331
P317,5.261708298284011,5.496666745438267
P308,3.682140742560125,3.5228455338174824
P297,4.048239059347059,3.945672046193333
P65,7.664088075667902,7.989503834430685
P154,6.38913465803914,6.123566105023203
P306,5.202235218646042,5.071393686149319
P245,4.397681455471185,4.755617171240773
P296,7.08183303900984,7.121050724906565
P279,1.6092722617069122,5.65729413143552
P27,4.3444592688377535,3.2718843167191105
P34,6.0299159639781,5.46442786033722
P88,5.862659253744238,5.629220459181797
P119,5.763271704016222,4.963827376643789
P222,6.384719965944031,5.9752736144664444
P142,5.2450985469775695,5.583935679115147
P43,2.7859651958264893,1.4444349315610854
P138,7.107056151163985,7.195755118306142
P26,6.264214572633666,5.751089732683116
P121,7.037337893590517,7.303386297291725
P244,6.164921121493348,5.851605347164057
P282,4.77082646332114,4.402579680879356
P258,6.326118961694769,5.811350443134964
P52,5.940311833755818,5.948805202787311
P193,6.624878293610079,6.34951509798142
P272,5.476971553677487,4.720507779313358
P186,5.4526545171846355,4.677978569085083
P211,6.537693123567535,6.3221524737091475
P175,3.548590664001871,2.0133145627904936
P80,2.6033670404507774,2.775736100167178
P212,6.082926205200505,6.004391408749035
P267,4.544378425944202,3.914106770479382
P225,4.787304221686406,5.400106870453402
P278,5.659812011354109,4.999016459417276
P47,4.454842411594729,3.5870600529934507
P255,4.480468133174271,4.293980507019652
P207,4.956390097698701,4.822577655805881
P37,5.809800585193139,3.867192694326582
P56,4.989032785160748,3.681601959797539
P291,6.749919099603828,6.795718319610662
P108,5.373065108404463,5.404626802837857
P284,5.426848789683687,4.704010636881205
P48,4.905915824051658,3.5846198840079513
P126,4.942320123556818,4.484051382745323
P183,5.077306935622083,4.043824943715703
P127,6.379668275277178,5.063843755309843
P191,4.099519251743239,4.550514048459044
P104,5.625629495790677,5.755568686753726
P262,2.252501071956608,1.7415286927350804
P196,5.216720713450245,5.1979647537968034
P204,5.387576105285513,5.4827214896769325
P10,5.274345865977122,3.201218062870886
P114,5.557125695880865,4.900490533718728
P285,5.713692283811578,5.3154965914020575
P164,6.188441209099863,6.505644703493283
P214,5.932824659577838,5.510468818586148
P157,6.69743181533894,6.611220665740422
P131,6.050860539023275,5.570802122111477
P36,4.904141324845463,4.609309862931321
P105,3.3994091407222644,5.784083340707101
P151,2.838997556562675,1.5532883102562582
P202,7.362356072795163,6.7734096677056606
P181,5.2887035806634,5.022864796418941
P304,4.673504186436973,3.8267796860135617
P224,6.541035914631616,7.664481800484701
P170,6.108090632507423,4.918439920913729
P307,5.205823680226656,3.528000150095939
P35,4.854204916442578,4.004646989971336
P25,1.879232431451019,4.099271702607324
P19,6.260282114678438,2.8820816091176606
P210,3.5516816338392654,2.822554171482412
P323,5.122842407424045,4.133966281749853
P174,7.66215551664827,7.910528849655014
P113,6.786336534717032,5.903158647112399
P61,6.166621982063047,6.044128748761458
P70,6.6912808621782425,7.263525309913085
P5,7.114154336988042,5.623084968552586
P130,4.15356456945511,5.1333726213549715
P236,3.298638998637048,2.529583890627591
P132,5.8570141567368434,5.234302483523693
P187,6.318784632812688,5.71543054644447
P242,7.225902887743843,7.427556379121931
P228,5.514171709482919,4.522238007121942
P87,5.89839836069439,4.697711255094216
P76,7.315680355594225,7.366052780526214
P295,6.020910444764185,6.076268982766213
P163,3.910371626240643,3.561014767578696
P229,5.853103073002945,5.602050430731916
P223,5.141765301567052,5.714031533277381
P60,4.811156007228929,4.256554503840947
P198,4.9740737288374195,4.456964997372397
P69,5.856538920525839,6.088915418184087
P226,7.20866553137495,3.201898307175912
P254,5.529485460836491,4.970803970259903
P78,4.510088872621436,3.6879536195026312
P194,6.741244267315709,6.497257991137538
P253,8.719339877869865,8.362025781129322
P49,4.154707447725333,3.8991077296213437
P111,5.56533769136594,4.58175814942432
P21,4.95596626058683,6.190713313799155
P58,2.9015689408391054,2.8500963697937887
P92,4.698596873220272,4.286402838195528
P75,5.742016566638361,5.585654337451501
P241,4.451560471547911,2.931819034394846
P314,5.4437036608218,5.347419470829971
P152,4.734169185643886,4.855732950682227
P20,6.890181594189756,9.759321145711056
P38,5.143069198355584,4.384259885396771
P260,4.435512965933484,3.9537135982900717
P100,5.879937312500121,5.301186694282914
P238,6.2244780003662505,5.745211528278532
P310,3.1627115183143966,7.383748284615683
P189,5.2419660433082065,4.599167243821938
P195,7.5808218685502515,6.941941340244517
P102,4.9714275750681125,5.530882597350977
P173,8.077650303374746,8.092092833169302
P197,6.427292216031266,5.6855378298575925
P180,6.050879752848562,5.938369046523867
P315,5.118916852894529,4.959870827358935
P68,5.350436417586347,4.741064536807307
P289,3.5201097311177723,4.373603391427284
P0,2.936329733001055,6.038767764889154
P252,5.802576605983619,5.031423593730424
P162,4.7200965240392705,4.019636785618575
P270,5.61446513996152,5.661298108090995
P269,1.4758980018767969,0.0
P106,4.464665540624391,3.646682959356559
P188,6.565896963056785,7.216009606720166
P83,7.056536310239334,7.283641740130262
P218,4.1887918439149745,3.7121424511266436
P199,2.3860986425218496,1.6769895742159142
P63,5.057687875231553,4.9032488209789875
P167,4.811944320977519,4.416956349250409
P276,6.99003159967194,7.141940926855545
P293,4.660821768584426,5.0604560718543325
P251,6.753209736624239,6.622265473360365
P227,7.108782865588253,7.167443148576435
P86,5.791059438959396,6.0961553225157195
P172,6.262776491872253,6.691968300289709
P46,4.9950580851659945,4.730245381485615
P257,6.352733931304492,6.881723595036169
P240,5.022015181760645,4.221188450811329
P275,6.657982130683987,6.922381337554864
P300,6.062646030469666,5.89036988731246
P55,7.584745516023865,5.254972028102389
P2,10.0,6.910846009336006
P137,4.798673363914883,3.8296422389886153
P305,5.246026407748917,5.05023627718111
P299,5.374114523428952,5.782714093308169
P116,6.035080844092711,6.559261007565981
P120,6.013810879278173,6.328720267769974
P298,5.046486117143417,4.388148514522891
P129,3.1795589763056196,5.023643663900384
P301,6.442352296995924,6.868342433990775
P32,6.252195472254433,6.3136430289789605
P324,6.902225763375858,6.597892690195231
P7,7.95247423508827,3.2525735518365115
