Label,X,Y
P203,4.889497745389467,2.782086668331228
P266,6.697623256929118,4.629769691089196
P152,4.125116559875142,4.1953149057788055
P9,2.606247345979389,1.5736379570075243
P233,1.8670931582311594,2.7554945096897483
P226,2.2294913364649567,1.8035247686022844
P196,1.9964842438381247,6.487504684087896
P109,8.888049353000895,6.817931961976891
P5,4.583567475437729,7.301593553174226
P175,8.235688740735743,7.970402238561097
P237,8.836017266858903,5.952052536256649
P57,4.84751950321876,6.9232159954951165
P218,4.09792264197565,7.149496259198491
P45,3.5396253767476655,7.805477533627926
P182,7.92391638591711,6.083352151673803
P221,3.07681715893246,4.329227791278731
P289,9.564502156576502,8.243145764129194
P211,8.506219999221884,6.538479920592518
P148,4.663748143091744,6.375378777720635
P165,5.943687827684506,6.165282794147099
P78,8.434263160940759,7.059022942737792
P113,2.6379589846350937,8.524663191600192
P249,2.8436254773575333,5.469227338960367
P250,4.101371787010118,2.9301776512777646
P104,8.478470247300116,6.677893639381138
P42,0.0,3.1690413531444728
P281,8.048898797446167,8.453315875974848
P295,3.0883377452381655,7.216700228598856
P157,6.874384391681963,7.176250201283895
P238,7.80121976496702,7.023179789718831
P17,2.3693575126657462,3.674830777858458
P164,7.267903627304351,9.772181323391473
P33,4.689631827715102,0.9610817306238284
P24,8.388025281434071,5.772831591103076
P215,8.08389941107025,6.952427235066434
P119,8.812429869792293,6.697996713459111
P7,2.449676645328271,6.562440265558517
P90,7.845676515439424,5.229014273198156
P46,7.15750165104538,8.157549955290385
P73,8.006880116863421,8.275076253074557
P93,8.696484729517438,6.8866705248569
P76,3.7032661538188902,3.95299493367673
P286,1.44801590440415,2.4322959926128727
P60,7.614209745027283,4.971054835510334
P77,3.1936232175049497,1.3070648225878116
P63,8.088810185719119,5.276272400720565
P234,4.647557746051475,7.543968727953613
P229,3.5494793990641362,6.6056630001376
P111,4.39957034634089,7.7432576135245075
P231,6.127431214282469,7.987986962832986
P180,8.35192182469622,7.639450586319604
P144,2.5683095272899195,2.9114331160096194
P239,3.503492820764755,8.169032353476343
P75,3.669381316368873,4.350917290710896
P297,6.626023867821839,7.099737580251894
P278,3.8109240016998287,1.5947299122112262
P97,3.3246359092304134,4.252278993522967
P92,3.2174875163252543,5.142342446347204
P192,3.8976391584043366,8.29757052308352
P25,8.3860907265396,6.599626566428115
P232,6.0236278695211745,6.660440416223233
P59,2.373210069680814,5.307214733412767
P6,4.223545308959519,2.4910904808140844
P185,8.232010013966978,6.425444351103742
P173,7.301749160599603,6.826462415753691
P30,1.3110709433886836,2.378640943053865
P22,4.555238093860222,6.260257698064356
P256,4.149097954763672,8.191470255286998
P56,1.4264704162700181,1.9750380169435173
P186,5.619961771462338,2.500401901402349
P108,1.741434628379911,2.9712782408972775
P126,5.41669275284399,6.392690786339331
P230,3.7775874242521477,3.0790528122640284
P193,3.960702851558681,6.766145924995019
P129,5.021232655384668,4.944859261958868
P282,3.213626537847667,4.8552536186610915
P82,7.142465088703176,6.239630219851494
P84,8.959306586662162,4.6598161115545835
P66,8.524815111732945,7.761080634152945
P288,2.8216104006259766,6.132828197093073
P163,5.1215654602123815,4.499152209934473
P154,1.6071581628704497,2.465228405125009
P19,1.843003427238716,7.632962109408901
P124,7.567120060708593,5.501001256791385
P79,7.206294986181185,7.14057970925044
P114,1.0203027786956986,5.881997925037645
P118,1.8988370628234104,3.6185096668711463
P72,7.825300107376762,8.802906071077553
P15,3.352262555880019,4.981335583114928
P10,8.770505341674834,5.566411454036958
P194,6.971184403233723,3.657779200301153
P101,3.9174553095288656,8.25316065572338
P68,6.859688732079993,5.508642219691852
P224,3.188540224995241,4.028696584371457
P37,4.634332201361944,6.045314731173752
P16,3.2272366249689064,7.556367248992184
P179,8.55824086461681,6.177379759614644
P147,4.731988030630755,4.018233380706674
P274,3.081070208405996,7.846185933907371
P67,7.250364282792918,6.284394305480259
P228,9.999999999999998,7.0443027887459415
P69,3.659670837025467,2.204211467815118
P31,1.0270969558465182,2.3521890002786057
P183,7.589708702785714,6.3964902024287245
P265,3.723251920392368,5.460419901722636
P225,8.71086611066129,4.98808295204473
P140,4.04604397763399,3.096079900106163
P18,3.841503181374745,6.970803570081021
P181,2.682199911251635,1.436164819043508
P96,2.327452733060809,2.728255270198126
P132,8.50582229765383,4.1695842759293935
P262,6.035221089887447,5.109096034820099
P86,7.981695295557607,8.286945549173396
P248,3.502436366864865,3.3322144043081847
P245,7.882042614105331,7.289927334062768
P116,8.926693077787537,7.1131996037490195
P146,3.781332686798247,4.26284905964372
P292,2.1962654148060508,4.352515849960842
P197,3.410133034465634,5.120400535688212
P206,3.6107297569922023,8.45063648242979
P55,5.796134952541362,6.675938629661332
P172,2.2450362242909776,2.622347380612352
P184,6.729355006157474,2.548075514423591
P167,8.081643425851878,8.001092858628315
P139,5.3925722775240885,10.0
P253,3.2611480300884366,2.5278637677580185
P38,4.193969474617071,2.477801500741429
P125,1.532361335638293,3.9901690969354107
P195,2.895143616397137,1.3639911642319973
P283,3.472417441107144,6.243304649740498
P137,2.959053946018304,1.5209189202522166
P112,3.9635892854987596,6.291234190001491
P168,5.078111535795816,6.4059992929504395
P117,7.076443612456301,9.156374847201018
P277,8.21771161760675,5.602957311334159
P271,7.681613521305621,9.121968681330037
P155,3.2698924458273138,2.849079190442226
P176,2.7032657916459044,9.204579071493262
P178,8.482675054762135,6.681757473784552
P2,2.722622248970641,3.492686807423699
P115,3.5158330441418806,4.747065897313515
P143,4.345301068621934,8.073083281262443
P177,2.9825565548013886,4.100909550147561
