Label,X,Y
P200,6.295876266029515,8.54245917642543
P272,3.263390936764552,2.620290132726196
P256,4.149097954763672,8.191470255286998
P266,6.697623256929118,4.629769691089196
P100,6.157985443684747,7.722352279951829
P13,6.306277829985973,9.84540539860604
P23,4.34115688754394,5.370227515930674
P90,7.845676515439424,5.229014273198156
P18,3.841503181374745,6.970803570081021
P6,4.223545308959519,2.4910904808140844
P140,4.04604397763399,3.096079900106163
P166,3.975168675806502,7.999846131812667
P198,3.887078011188063,2.9632473502030794
P127,2.7171323523861157,7.55692666106735
P59,2.373210069680814,5.307214733412767
P285,6.046768335772104,5.416634646730881
P170,3.024815208984486,6.459584351555339
P233,1.8670931582311594,2.7554945096897483
P176,2.7032657916459044,9.204579071493262
P244,4.301500455644128,5.735930470504816
P297,6.626023867821839,7.099737580251894
P129,5.021232655384668,4.944859261958868
P160,3.6317810492643043,7.004202897696867
P142,6.189816997425872,4.372986820642889
P282,3.213626537847667,4.8552536186610915
P254,4.316024428385718,3.5874871051446524
P293,4.720938430491154,5.813283041194374
P120,8.116471204583151,5.521006443945037
P53,3.211805366276076,1.7395784227343651
P65,1.1777504698032666,3.45598987947226
P146,3.781332686798247,4.26284905964372
P223,2.98676381218715,4.919376014341691
P11,2.3595536104123536,2.9456677045790074
P3,2.860585657497193,4.202683097265582
P190,3.2367298639997633,7.093907280056131
P43,5.239883554124354,5.505348786918036
P113,2.6379589846350937,8.524663191600192
P77,3.1936232175049497,1.3070648225878116
P37,4.634332201361944,6.045314731173752
P126,5.41669275284399,6.392690786339331
P39,5.29466057469143,6.5196415992345464
P136,7.283407874450369,6.130437540023012
P271,7.681613521305621,9.121968681330037
P264,4.976721365635826,3.4165988565364542
P102,6.770266145454156,7.026255477162704
P92,3.2174875163252543,5.142342446347204
P204,2.641040923595417,8.718917841564906
P212,8.896762800741682,4.802143764748749
P135,8.673164401559392,5.607135195233416
P253,3.2611480300884366,2.5278637677580185
P29,2.618147622455651,3.367797857444833
P111,4.39957034634089,7.7432576135245075
P69,3.659670837025467,2.204211467815118
P46,7.15750165104538,8.157549955290385
P9,2.606247345979389,1.5736379570075243
P156,3.255215372791614,8.968931782727633
P173,7.301749160599603,6.826462415753691
P143,4.345301068621934,8.073083281262443
P269,5.040769904803898,1.8198101184432942
P139,5.3925722775240885,10.0
P260,2.351332922180288,9.068914206351117
P192,3.8976391584043366,8.29757052308352
P49,9.200185913129541,8.815890783288786
P16,3.2272366249689064,7.556367248992184
P54,3.6277612389906415,8.844642217057185
P232,6.0236278695211745,6.660440416223233
P132,8.50582229765383,4.1695842759293935
P292,2.1962654148060508,4.352515849960842
P42,0.0,3.1690413531444728
P185,8.232010013966978,6.425444351103742
