Label,X,Y
P290,4.039237167023967,3.614091492397825
P127,4.323067487855698,3.947565088810705
P138,5.169196102256044,6.600695879732457
P263,5.335826867776161,5.910568578547619
P83,5.030173641661553,6.980020373536102
P42,5.767240343497636,4.945594095681983
P132,6.7216311784363905,7.122043504997002
P47,4.055216793367406,5.1847398916696585
P60,6.865312669142655,7.756408222058174
P202,5.025865773667327,6.076036845426033
P162,5.2924811671443095,6.61964981156486
P322,5.340241765311965,6.198588714742726
P55,4.251038715463506,4.407317650619666
P154,4.1256530118254116,3.654853529595531
P76,3.129936894566652,2.9927738125281373
P53,3.64553312784871,4.705801578813161
P48,5.51309477549959,5.8902617192498745
P21,0.4276727621212528,3.422448904088604
P226,4.238262055768557,4.254462058304156
P181,5.71453975601731,6.949107098895977
P182,2.9414711996793397,2.434619290681502
P282,3.0302879032835084,3.624367546519953
P291,4.95488812219793,7.461834460163615
P107,2.3663369742582407,2.4041965966094296
P238,3.8638396347265678,4.521484196958861
P75,5.290977091919869,5.594427730511946
P185,5.006776081239122,6.992526087414163
P66,3.1316987501465423,3.80932177879028
P239,4.824577242963125,4.9531268296361395
P153,3.600229533232215,3.7807169620959
P166,4.997371544559298,5.0668292117926015
P62,2.9310585538421448,4.082472681570266
P306,4.173857154211875,5.256905576233205
P281,3.6111853862004075,2.341709584126322
P299,1.5769935935738526,2.3174023367697028
P289,4.6843824909899485,6.629852408535251
P56,4.3019349699179665,4.535288693574808
P323,4.104134866370223,4.555255022894718
P117,5.42488780852504,5.472517306148383
P43,5.065105325711652,5.913658717843963
P308,4.107845964517991,4.483048932897594
P49,3.3212469769219446,4.767539255189634
P229,3.1542004144094165,2.5043361270101414
P280,5.642193145186068,5.87804196469993
P295,5.995380712491077,8.121590217340607
P157,3.245837590284524,2.3391372776983665
P249,3.880037165397126,5.176345912544361
P195,6.860359582417743,7.475138907323915
P123,5.271170550375017,5.388843725401574
P24,7.631879253350425,3.6541304159741284
P33,3.934006189336685,2.4813573749764255
P201,5.755202552719751,5.165627653538247
P311,5.464404425145078,4.365071090800511
P317,5.0829710844276885,3.834938646696794
P315,6.234400955179124,6.543536788215814
P269,4.1155453429897,5.725549173916175
P275,4.420717323456689,5.306861295665163
P292,4.916123236863443,5.527843639979176
P115,4.497687544117182,4.855529899366473
P156,4.869346847883882,4.634832703356759
P99,5.9128281613069085,7.931015914497623
P101,3.995578788438518,5.9110296103768345
P50,3.7546698435597534,2.519262866028601
P246,4.405228542117744,6.147199058782553
P106,4.155149986379883,3.9324175390358196
P88,3.7078649650077287,2.8537638920002593
P257,4.39807353199006,5.487886344825407
P261,4.00020901015146,5.605440546746667
P45,4.186658062288204,3.9182269569767145
P174,4.3510347597379075,5.082716306387739
P46,5.098157697449157,5.808021581420322
P139,4.635896461710058,5.069180768908344
P170,4.362622202687453,4.7051694371082595
P324,4.1079372927140225,4.35922584397839
P253,2.747844832836992,2.4920797728896997
P237,5.718959141702023,5.951954752222646
P313,5.365255923052178,6.88558928890733
P242,4.542776340656623,3.8160319542182695
P39,3.7498011612851685,4.738544385046189
P102,5.238748568011461,8.022560313778651
P108,3.191788573073362,3.795264667565986
P25,3.6468911935753368,2.5024535390930858
P98,3.275444188590689,2.3753372233436085
P223,4.0672585983429705,2.177500065187685
P84,2.9099047468878627,3.3451438693677504
P61,6.0500377825606435,5.86523344739267
P51,4.507693053054198,3.1872618484642516
P193,4.0445486908032535,5.257035046114106
P26,4.737649898148051,4.285520648725187
P141,7.163715511834734,8.248715061937375
P11,1.1900472295927673,6.999439620499582
P159,4.807438698605112,4.979117790645044
P17,7.687031202127312,1.9037273953520584
P142,2.5968424111474198,1.2587026402578343
P67,5.032245380558518,4.869269858189367
P222,5.2356169811617095,5.673140578541075
P96,5.144481132691226,6.855720316991043
P68,4.56662139079622,4.481895361949506
P186,3.544968589309385,2.6974565838793323
