Label,X,Y
P207,2.5633354554633634,8.64482980982617
P31,2.536503720097411,9.286949014721696
P48,3.5040730509137594,9.303192555172432
P52,6.583511091615394,7.287959667086053
P244,2.766934438689108,7.493677297110528
P171,4.7742107069411786,4.179795707936221
P228,2.0891572358154997,5.914941974817883
P149,2.0656994007985015,5.417507719183356
P199,8.349657866209856,0.09549555073322225
P183,8.426695304017052,1.8029871356192473
P61,4.297598213768062,2.999807681681737
P11,8.07677269196504,1.2041915961727496
P92,5.460339084769984,4.905071955847903
P223,6.040529371430083,3.0315039301893734
P145,4.7310111299423365,3.3371783988696366
P210,5.806844785079558,2.2210031316010177
P113,5.196979210822025,3.836317753362517
P7,4.488877117656614,3.221969146036701
P143,5.583799865076936,3.4055874678059217
P136,7.180257853475862,9.063857064212282
P77,7.214394832666188,8.652751427739942
P168,1.1843025852675404,5.8444729740486165
P63,3.1132438267711815,7.943599687886785
P249,7.949652325549489,1.2398369543689836
P21,4.977314245968133,3.9565830784368456
P206,2.2687549200391777,5.475606789238587
P94,1.1499672247225834,6.012608180565626
P169,4.164116429610816,3.803149349146528
P6,6.9010191684970135,9.069694012811668
P212,6.656860424863854,3.5408938805367383
P235,2.426156795259377,4.911770794633608
P12,8.012194649641577,0.6969346504484586
P98,8.136022573971758,0.0
P233,2.4605318229070523,6.561266945099265
P211,6.18000100503634,7.129928900243751
P219,2.0004905744658696,4.772770362808865
P23,8.68391754350301,1.2384530635459639
P124,8.10099084368728,1.2305887333720067
P129,6.108203095642882,2.4100091189224604
P164,7.91217133313973,1.3976834591026148
P111,8.719080784416548,0.9349686523632011
P85,7.6307051860856046,8.625736316556514
P24,8.138992517763338,0.9581793628615909
P32,5.728366904026295,7.761106343861131
P239,2.460515938766567,5.921559644479136
P151,1.7903507246528987,5.954526430112167
P227,4.482666922246267,3.5993453914858864
P147,8.72295076502451,2.121054207452227
P10,6.317642671441211,8.451515327275844
P186,7.397060476896284,0.927499789457798
P220,6.163547744419933,3.9413801767341514
P213,2.8549675323658947,8.0221568373398
P144,5.597314431531702,3.2735672198711585
P29,6.764302763432073,7.898912732308427
P142,5.712204738009343,7.114421741497351
P16,5.589725223047072,3.1969195574889753
P226,6.267002758704158,8.613435733811546
P36,7.4892893933909015,1.8091406871663334
P55,6.359342423322472,3.501468534270826
P1,2.216920557245137,5.422881254073748
P248,7.578571508074601,1.3345438441551942
P232,8.38648582796271,3.141042882452033
P51,5.277996581372571,8.60917682243177
P41,7.190863795024988,3.5891070649183465
P87,6.912959259269643,8.45240592979454
P179,9.992739343510257,2.120490758827013
P83,8.406762184969342,1.155046190400007
P167,4.768380764724446,2.830143711213572
P135,3.010450100288036,8.002824617520005
P125,6.549198394838136,7.682909203870032
P101,6.366725176148092,7.982793087230881
P131,9.11854374877005,3.1969262247009294
P225,3.1158299729518806,8.505600436292596
P137,1.8418101421424886,5.8763595470764995
P78,0.0,9.359219585003189
P243,2.1271428034362083,6.627022655403349
P5,6.876331560071559,3.568896228144056
P177,9.305933276778795,0.7315298194907432
P86,8.010507670692427,1.1335422904630836
P126,8.298714103176088,9.239672674192963
P154,2.6793759281424787,8.997354042584776
P14,1.3497026855246386,5.607866905788881
P19,6.271775324073184,3.6332356061221005
P47,2.817344860036894,7.718796731986599
P62,1.6403306900854409,4.597817557395134
P140,6.262680453485794,8.051857578973364
P122,6.785045002835925,1.3275366305140501
P8,2.798541296557037,8.901316888789424
P127,7.511759355722704,6.161160987184186
P236,9.173076544087754,1.6180790151022912
P40,7.007443510906804,7.8751828006561
